x0,x1,x2,y
0.5943671738923236,0.9637418404340717,0.391982042272129,0.6177178123070446
0.21214584672819528,0.4542588208637351,0.25910638227130883,0.3340745799662551
0.5640852864372464,0.006519310255799742,0.1965626903932749,0.6794780954786268
0.18853403073268166,0.2686749063175233,0.7403616271049469,1.5349876781871292
0.33233939485865344,0.904538968820763,0.34005429834128703,0.6443433986394103
0.42058302741689063,0.6424783956295136,0.180516579170144,0.06977441939390402
0.5028138389202199,0.1323666236299758,0.056059251776477276,0.24787728365901268
0.2729359375776669,0.7674601428024345,0.42801481810859415,1.548897399403967
0.9266191651472689,0.9581656876342391,0.3623855282062739,0.12466932223140886
0.7155703215234127,0.7210527807985412,0.9284940884292308,2.4722139620980856
0.027838982091064134,0.8906655885695518,0.4905723194015326,2.6129438628622212
0.2566431354032739,0.8759443366375645,0.11800963853641676,0.010762606343956668
0.2440638686144007,0.9714617324419269,0.8292779543017229,0.9190487077859637
0.5281402038466604,0.9982466419045634,0.9377210839910438,0.4991677540358575
0.8116697291990771,0.5831033467392407,0.7169812078397864,2.217038057571166
0.9902271207313386,0.5414387193297114,0.5783798021865539,0.5997426200250479
0.5109004786077564,0.7092097047248745,0.6104015129954706,1.7824856409700207
0.6172235935059645,0.5116553172273528,0.12201782110719055,0.09430901308690577
0.044618772302513876,0.5528472008233793,0.5212492367930565,1.2490630611097553
0.971612717790336,0.3715361339519206,0.48504530990192984,0.1738517921260721
0.9450104477510337,0.3911549006366536,0.7874518812832885,2.623399379301304
0.3715231210271317,0.5002114801633644,0.296300118445764,0.3073836725375723
0.2869632037507774,0.17055395409164262,0.01851131099761935,0.1487226885468222
0.8044615627557403,0.9217464147093586,0.2415521299244109,0.03711734394084165
0.07381021226096483,0.4605338193262718,0.6973462109193517,2.218625586908251
0.5730151208914789,0.9459114381611098,0.06193041490868904,0.001281809018400615
0.796302825931189,0.14680714526799507,0.662707587513178,0.49198410832912187
0.2636181261055339,0.04393630456832028,0.8170990469728131,0.3765614020284165
0.760876499193161,0.7931799109695206,0.6898020478489869,1.2678337023230708
0.7811800590212051,0.8250452623702224,0.5961154360597707,0.92965426435041
0.38961897664549516,0.6387500494223461,0.7605450031499129,2.9791835444583556
0.00908580690707607,0.8185113162682222,0.14616308969927533,0.022088406971237234
0.8669970713381074,0.7104347506201278,0.20042350551580168,0.021807207043616054
0.4626586996145952,0.19181498409596523,0.4388414571136682,0.41843613275138375
0.10969176377347725,0.34236744871104396,0.8670957828510062,2.5128983841975954
0.29778750903965795,0.6924938757583222,0.631731278464225,2.327485949885606
0.70716890189159,0.4357123265174277,0.07091721005824199,0.0809141341121406
0.4544936150214379,0.8641626242570319,0.2318353322888032,0.09543710766242171
0.1727224156184516,0.050492541199275945,0.5198002717955419,0.17448314860766276
0.390963909621535,0.6537361413845958,0.5045856064245849,1.4810727298704776
0.9190260239654384,0.11523752948717637,0.997840809483414,0.2721646754236773
0.4045577628983361,0.03101671902903716,0.0063640834210777686,0.11998718805530643
0.8920236336479523,0.1683345855378856,0.9757241314995864,0.5140957861588836
0.053059566241506526,0.010519618664651042,0.6714513025466505,0.18839649769246383
0.685792195689419,0.2492484186901806,0.419460244535581,0.34326648871472853
0.011767727829392317,0.8309911314157988,0.04301342632514718,0.0020326200320683763
0.9585661428409238,0.6184357495159775,0.8457801721580754,3.3652853192636143
0.8475851952983521,0.029026531439276172,0.9469977594458907,0.18714274551701424
0.6371946295595093,0.31979570680586594,0.8064923315524531,2.244493634484499
0.03432093039775104,0.528020258802736,0.5594059440969552,1.3035448213785499
0.8362730884070245,0.2377947754077133,0.9514843898992007,1.0034524902147348
0.9358409796891274,0.3364248327599555,0.8850835273844694,2.219644269074877
0.20649846601554822,0.4777899635457813,0.26404034390740766,0.3000523281123402
0.8708444432113989,0.08134552208413147,0.31474168729482616,0.4340628171498784
0.4341580740217061,0.8053606803594764,0.3311921752619775,0.47465858782395115
0.7304161417386189,0.5651422287019042,0.5413409460987277,0.6549903338876285
0.32493990819244517,0.6085757214412255,0.8727807554578125,3.703731309133771
0.7532986121233278,0.18462799365593516,0.3030470460376083,0.5919252626164171
0.23144524188866047,0.7438508949610035,0.9142790321368135,2.5367700379843043
0.9610340296772255,0.2763956327123711,0.4061098754703663,0.1728006395851578
0.6958764457217772,0.5726646331750085,0.6563462911741826,1.5759189871263541
0.15170592968536886,0.5913976841095395,0.7941181089658558,3.531894701153955
0.48925120118376797,0.6247787727402374,0.08408783109428697,0.027912311540959023
0.5558106113970039,0.10416889368594885,0.4421762852669696,0.3777696941178059
0.6034686980453483,0.36232569940528875,0.1358830624840901,0.27719493456835304
0.09590915491481417,0.9836751181011513,0.02317040911317238,0.00062643244563189
0.620228038710297,0.4436639244982625,0.37036059834277363,0.293691370803583
