x0,x1,x2,x3,x4,x5,y
0.5943671738923236,0.9637418404340717,0.391982042272129,0.3727802210660081,0.3759019538276613,0.04846478536067957,1.0840261673626048
0.21214584672819528,0.4542588208637351,0.25910638227130883,0.8970303346569889,0.058494353330897794,0.2317949207234609,0.08579611691172179
0.5640852864372464,0.006519310255799742,0.1965626903932749,0.7063376977306927,0.9400474139291188,0.1141356793130997,0.003653216810817427
0.18853403073268166,0.2686749063175233,0.7403616271049469,0.5198180594754254,0.3285336945934237,0.13449859299944128,0.22042599943956098
0.33233939485865344,0.904538968820763,0.34005429834128703,0.19620357709658046,0.5361911908642698,0.06245258973023209,0.6831572535547955
0.42058302741689063,0.6424783956295136,0.180516579170144,0.4447750587362773,0.5816274348610495,0.42710245201335983,0.34865955497086853
0.5028138389202199,0.1323666236299758,0.056059251776477276,0.74761432563184,0.30772937388135285,0.848513346494022,0.19306410389156603
0.2729359375776669,0.7674601428024345,0.42801481810859415,0.5090332787196405,0.4485549154179059,0.8987457513985557,0.2523106153820742
0.9266191651472689,0.9581656876342391,0.3623855282062739,0.03720695946718351,0.4125426348375416,0.9933932214573656,0.01369530001585332
0.7155703215234127,0.7210527807985412,0.9284940884292308,0.2596321122354938,0.2291879368090268,0.09530850394287814,0.19588757207360877
0.027838982091064134,0.8906655885695518,0.4905723194015326,0.14782005170738177,0.9545445743029867,0.3024840640386565,0.09930357803692869
0.2566431354032739,0.8759443366375645,0.11800963853641676,0.9786680143826192,0.20603424454333322,0.7424479650155015,0.003422622749059731
0.2440638686144007,0.9714617324419269,0.8292779543017229,0.8311410407118365,0.16984649533617643,0.44161254062851923,0.10935392317256512
0.5281402038466604,0.9982466419045634,0.9377210839910438,0.08732413502993788,0.903615360786392,0.45940019010807515,0.01822403762815138
0.8116697291990771,0.5831033467392407,0.7169812078397864,0.5944008869952736,0.8681315934582011,0.1088798882860558,0.08200584708245079
0.9902271207313386,0.5414387193297114,0.5783798021865539,0.7655310380241127,0.8331839911782847,0.6577735871332769,0.0012007498414926114
0.5109004786077564,0.7092097047248745,0.6104015129954706,0.7765410240948236,0.26799213522241494,0.1451766152128773,1.176216760425926
0.6172235935059645,0.5116553172273528,0.12201782110719055,0.7996981511670558,0.8960073391886264,0.41490607915511873,0.03752263697852362
0.044618772302513876,0.5528472008233793,0.5212492367930565,0.6998457808143163,0.17216355695225402,0.515297456661825,0.2269476091228277
0.971612717790336,0.3715361339519206,0.48504530990192984,0.8428822824548791,0.7041402609378924,0.2253656801357709,0.0008120211953456795
0.9450104477510337,0.3911549006366536,0.7874518812832885,0.6673375349743792,0.40317635634363563,0.934345630846977,0.5500682927383062
0.3715231210271317,0.5002114801633644,0.296300118445764,0.5374998353793528,0.8007810839308037,0.7813175483289208,0.04985073578621205
0.2869632037507774,0.17055395409164262,0.01851131099761935,0.4534649286131305,0.790298347700997,0.7212566385286854,0.03565318140342857
